ClkCycle:          5, pc_rdata: 00000000, pc_wdata: 00000004, insn: 7d5c0837, mode: 3, rs1_addr: 24, rs1_rdata: 00000000, rs2_addr: 21, rs2_rdata: 00000000, rd_addr: 16, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        486, pc_rdata: 000007e4, pc_wdata: 000007f4, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        487, pc_rdata: 000007f4, pc_wdata: 000007f8, insn: 003b4b13, mode: 3, rs1_addr: 22, rs1_rdata: 000007ac, rs2_addr:  3, rs2_rdata: 00000000, rd_addr: 22, rd_wdata: 000007e7, mem_addr: 000007e7, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        488, pc_rdata: 000007f8, pc_wdata: 000007fc, insn: 0040006f, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  4, rs2_rdata: 00000118, rd_addr:  0, rd_wdata: 000007fc, mem_addr: 00000004, mem_rdata: 00000000, mem_wdata: 00000118
ClkCycle:        489, pc_rdata: 000007fc, pc_wdata: 000007fc, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        490, pc_rdata: 000007fc, pc_wdata: 00000800, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        491, pc_rdata: 00000800, pc_wdata: 00000804, insn: 00000417, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  8, rd_wdata: 00000800, mem_addr: 00000800, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        492, pc_rdata: 00000804, pc_wdata: 00000808, insn: fac40413, mode: 3, rs1_addr:  8, rs1_rdata: 0000072c, rs2_addr: 12, rs2_rdata: 00000574, rd_addr:  8, rd_wdata: 000007ac, mem_addr: 000007ac, mem_rdata: 00000000, mem_wdata: 00000574
ClkCycle:        493, pc_rdata: 00000808, pc_wdata: 0000080c, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        494, pc_rdata: 0000080c, pc_wdata: 00000810, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        495, pc_rdata: 00000810, pc_wdata: 00000814, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        496, pc_rdata: 00000814, pc_wdata: 00000818, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        497, pc_rdata: 00000818, pc_wdata: 0000081c, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        498, pc_rdata: 0000081c, pc_wdata: 00000820, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        499, pc_rdata: 00000820, pc_wdata: 00000824, insn: ffc47413, mode: 3, rs1_addr:  8, rs1_rdata: 000007ac, rs2_addr: 28, rs2_rdata: 000005f4, rd_addr:  8, rd_wdata: 000007ac, mem_addr: 000007ac, mem_rdata: 00000000, mem_wdata: 000005f4
ClkCycle:        500, pc_rdata: 00000824, pc_wdata: 00000828, insn: 408b0b33, mode: 3, rs1_addr: 22, rs1_rdata: 000007e7, rs2_addr:  8, rs2_rdata: 000007ac, rd_addr: 22, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 000007ac
0000000000000000
ClkCycle:        501, pc_rdata: 00000828, pc_wdata: 0000082c, insn: 07623023, mode: 3, rs1_addr:  4, rs1_rdata: 00000118, rs2_addr: 22, rs2_rdata: 000007e7, rd_addr:  0, rd_wdata: 00000178, mem_addr: 00000178, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        502, pc_rdata: 0000082c, pc_wdata: 00000830, insn: 00000317, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  6, rd_wdata: 0000082c, mem_addr: 0000082c, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        503, pc_rdata: 00000830, pc_wdata: 00000834, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        504, pc_rdata: 00000834, pc_wdata: 00000838, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        505, pc_rdata: 00000838, pc_wdata: 0000083c, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        506, pc_rdata: 0000083c, pc_wdata: 00000840, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        507, pc_rdata: 00000840, pc_wdata: 00000844, insn: 00001697, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr: 13, rd_wdata: 00000840, mem_addr: 00000840, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        508, pc_rdata: 00000844, pc_wdata: 00000848, insn: 83468693, mode: 3, rs1_addr: 13, rs1_rdata: 00000000, rs2_addr: 20, rs2_rdata: 00000000, rd_addr: 13, rd_wdata: 00000074, mem_addr: 00000074, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        509, pc_rdata: 00000848, pc_wdata: 0000084c, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        510, pc_rdata: 0000084c, pc_wdata: 00000850, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        511, pc_rdata: 00000850, pc_wdata: 00000854, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        512, pc_rdata: 00000854, pc_wdata: 00000858, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        513, pc_rdata: 00000858, pc_wdata: 0000085c, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        514, pc_rdata: 0000085c, pc_wdata: 00000860, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        515, pc_rdata: 00000860, pc_wdata: 00000864, insn: 80068367, mode: 3, rs1_addr: 13, rs1_rdata: 00000074, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  6, rd_wdata: 00000864, mem_addr: fffff874, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:        516, pc_rdata: 00000864, pc_wdata: fffff874, insn: 00000013, mode: 3, rs1_addr:  0, rs1_rdata: 00000000, rs2_addr:  0, rs2_rdata: 00000000, rd_addr:  0, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1000, pc_rdata: 00000000, pc_wdata: 00000004, insn: 7d5c0837, mode: 3, rs1_addr: 24, rs1_rdata: 00000000, rs2_addr: 21, rs2_rdata: 00000000, rd_addr: 16, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1001, pc_rdata: 00000004, pc_wdata: 00000008, insn: ddb80813, mode: 3, rs1_addr: 16, rs1_rdata: 00000000, rs2_addr: 27, rs2_rdata: 00000000, rd_addr: 16, rd_wdata: fffffddb, mem_addr: fffffddb, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1002, pc_rdata: 00000008, pc_wdata: 0000000c, insn: 00b81813, mode: 3, rs1_addr: 16, rs1_rdata: 00000000, rs2_addr: 11, rs2_rdata: 00000554, rd_addr: 16, rd_wdata: ffeed800, mem_addr: ffeed800, mem_rdata: 00000000, mem_wdata: 00000554
ClkCycle:       1003, pc_rdata: 0000000c, pc_wdata: 00000010, insn: 3ea80813, mode: 3, rs1_addr: 16, rs1_rdata: 00000000, rs2_addr: 10, rs2_rdata: 00000001, rd_addr: 16, rd_wdata: ffeedbea, mem_addr: ffeedbea, mem_rdata: 00000000, mem_wdata: 00000001
ClkCycle:       1004, pc_rdata: 00000010, pc_wdata: 00000014, insn: 00b81813, mode: 3, rs1_addr: 16, rs1_rdata: fffffddb, rs2_addr: 11, rs2_rdata: 00000554, rd_addr: 16, rd_wdata: 76df5000, mem_addr: 76df5000, mem_rdata: 00000000, mem_wdata: 00000554
ClkCycle:       1005, pc_rdata: 00000014, pc_wdata: 00000018, insn: 6ff80813, mode: 3, rs1_addr: 16, rs1_rdata: ffeed800, rs2_addr: 31, rs2_rdata: 00000000, rd_addr: 16, rd_wdata: 76df56ff, mem_addr: 76df56ff, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1006, pc_rdata: 00000018, pc_wdata: 0000001c, insn: 00a81813, mode: 3, rs1_addr: 16, rs1_rdata: ffeedbea, rs2_addr: 10, rs2_rdata: 00000001, rd_addr: 16, rd_wdata: 7d5bfc00, mem_addr: 7d5bfc00, mem_rdata: 00000000, mem_wdata: 00000001
ClkCycle:       1007, pc_rdata: 0000001c, pc_wdata: 00000020, insn: 1db80813, mode: 3, rs1_addr: 16, rs1_rdata: 76df5000, rs2_addr: 27, rs2_rdata: 00000000, rd_addr: 16, rd_wdata: 7d5bfddb, mem_addr: 7d5bfddb, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1008, pc_rdata: 00000020, pc_wdata: 00000024, insn: 00785893, mode: 3, rs1_addr: 16, rs1_rdata: 76df56ff, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 17, rd_wdata: b6fab7fb, mem_addr: b6fab7fb, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1009, pc_rdata: 00000024, pc_wdata: 00000028, insn: 03985793, mode: 3, rs1_addr: 16, rs1_rdata: 7d5bfc00, rs2_addr: 25, rs2_rdata: 00000000, rd_addr: 15, rd_wdata: 0000007f, mem_addr: 0000007f, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1010, pc_rdata: 00000028, pc_wdata: 0000002c, insn: 00f8e8b3, mode: 3, rs1_addr: 17, rs1_rdata: b6fab7ff, rs2_addr: 15, rs2_rdata: 000004e4, rd_addr: 17, rd_wdata: b6fab7ff, mem_addr: b6fab7ff, mem_rdata: 00000000, mem_wdata: 0000007f
ClkCycle:       1011, pc_rdata: 0000002c, pc_wdata: 00000030, insn: 0078d913, mode: 3, rs1_addr: 17, rs1_rdata: b6fab7fb, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 18, rd_wdata: f76df56f, mem_addr: f76df56f, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1012, pc_rdata: 00000030, pc_wdata: 00000034, insn: 0398d793, mode: 3, rs1_addr: 17, rs1_rdata: b6fab7fb, rs2_addr: 25, rs2_rdata: 00000000, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1013, pc_rdata: 00000034, pc_wdata: 00000038, insn: 00f96933, mode: 3, rs1_addr: 18, rs1_rdata: f76df56f, rs2_addr: 15, rs2_rdata: 0000007f, rd_addr: 18, rd_wdata: f76df56f, mem_addr: f76df56f, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1014, pc_rdata: 00000038, pc_wdata: 0000003c, insn: 00795993, mode: 3, rs1_addr: 18, rs1_rdata: f76df56f, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 19, rd_wdata: ffeedbea, mem_addr: ffeedbea, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1015, pc_rdata: 0000003c, pc_wdata: 00000040, insn: 03995793, mode: 3, rs1_addr: 18, rs1_rdata: f76df56f, rs2_addr: 25, rs2_rdata: 00000000, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1016, pc_rdata: 00000040, pc_wdata: 00000044, insn: 00f9e9b3, mode: 3, rs1_addr: 19, rs1_rdata: 0000027e, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 19, rd_wdata: ffeedbea, mem_addr: ffeedbea, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1017, pc_rdata: 00000044, pc_wdata: 00000048, insn: 0079da13, mode: 3, rs1_addr: 19, rs1_rdata: ffeedbea, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 20, rd_wdata: ffffddb7, mem_addr: ffffddb7, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1018, pc_rdata: 00000048, pc_wdata: 0000004c, insn: 0399d793, mode: 3, rs1_addr: 19, rs1_rdata: ffeedbea, rs2_addr: 25, rs2_rdata: 00000000, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1019, pc_rdata: 0000004c, pc_wdata: 00000050, insn: 00fa6a33, mode: 3, rs1_addr: 20, rs1_rdata: 00000000, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 20, rd_wdata: ffffddb7, mem_addr: ffffddb7, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1020, pc_rdata: 00000050, pc_wdata: 00000054, insn: 007a5a93, mode: 3, rs1_addr: 20, rs1_rdata: ffffddb7, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 21, rd_wdata: 1fffffbb, mem_addr: 1fffffbb, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1021, pc_rdata: 00000054, pc_wdata: 00000058, insn: 039a5793, mode: 3, rs1_addr: 20, rs1_rdata: ffffddb7, rs2_addr: 25, rs2_rdata: 00000000, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1022, pc_rdata: 00000058, pc_wdata: 0000005c, insn: 00faeab3, mode: 3, rs1_addr: 21, rs1_rdata: 00000000, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 21, rd_wdata: 1fffffbb, mem_addr: 1fffffbb, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1023, pc_rdata: 0000005c, pc_wdata: 00000060, insn: 007adb13, mode: 3, rs1_addr: 21, rs1_rdata: 1fffffbb, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 22, rd_wdata: 003fffff, mem_addr: 003fffff, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1024, pc_rdata: 00000060, pc_wdata: 00000064, insn: 039ad793, mode: 3, rs1_addr: 21, rs1_rdata: 1fffffbb, rs2_addr: 25, rs2_rdata: 00000000, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1025, pc_rdata: 00000064, pc_wdata: 00000068, insn: 00fb6b33, mode: 3, rs1_addr: 22, rs1_rdata: 00000000, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 22, rd_wdata: 003fffff, mem_addr: 003fffff, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1026, pc_rdata: 00000068, pc_wdata: 0000006c, insn: 007b5b93, mode: 3, rs1_addr: 22, rs1_rdata: 003fffff, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 23, rd_wdata: 00007fff, mem_addr: 00007fff, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1027, pc_rdata: 0000006c, pc_wdata: 00000070, insn: 039b5793, mode: 3, rs1_addr: 22, rs1_rdata: 003fffff, rs2_addr: 25, rs2_rdata: 00000000, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1028, pc_rdata: 00000070, pc_wdata: 00000074, insn: 00fbebb3, mode: 3, rs1_addr: 23, rs1_rdata: 00000000, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 23, rd_wdata: 00007fff, mem_addr: 00007fff, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1029, pc_rdata: 00000074, pc_wdata: 00000078, insn: 007bdc13, mode: 3, rs1_addr: 23, rs1_rdata: 00007fff, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 24, rd_wdata: 000000ff, mem_addr: 000000ff, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1030, pc_rdata: 00000078, pc_wdata: 0000007c, insn: 039bd793, mode: 3, rs1_addr: 23, rs1_rdata: 00007fff, rs2_addr: 25, rs2_rdata: 00000000, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1031, pc_rdata: 0000007c, pc_wdata: 00000080, insn: 00fc6c33, mode: 3, rs1_addr: 24, rs1_rdata: 00000000, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 24, rd_wdata: 000000ff, mem_addr: 000000ff, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1032, pc_rdata: 00000080, pc_wdata: 00000084, insn: 007c5c93, mode: 3, rs1_addr: 24, rs1_rdata: 000000ff, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 25, rd_wdata: 00000001, mem_addr: 00000001, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1033, pc_rdata: 00000084, pc_wdata: 00000088, insn: 039c5793, mode: 3, rs1_addr: 24, rs1_rdata: 000000ff, rs2_addr: 25, rs2_rdata: 00000000, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000001
ClkCycle:       1034, pc_rdata: 00000088, pc_wdata: 0000008c, insn: 00fcecb3, mode: 3, rs1_addr: 25, rs1_rdata: 00000000, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 25, rd_wdata: 00000001, mem_addr: 00000001, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1035, pc_rdata: 0000008c, pc_wdata: 00000090, insn: 007cdd13, mode: 3, rs1_addr: 25, rs1_rdata: 00000001, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 26, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1036, pc_rdata: 00000090, pc_wdata: 00000094, insn: 039cd793, mode: 3, rs1_addr: 25, rs1_rdata: 00000001, rs2_addr: 25, rs2_rdata: 00000001, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000001
ClkCycle:       1037, pc_rdata: 00000094, pc_wdata: 00000098, insn: 00fd6d33, mode: 3, rs1_addr: 26, rs1_rdata: 00000000, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 26, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1038, pc_rdata: 00000098, pc_wdata: 0000009c, insn: 007d5d93, mode: 3, rs1_addr: 26, rs1_rdata: 00000000, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 27, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1039, pc_rdata: 0000009c, pc_wdata: 000000a0, insn: 039d5793, mode: 3, rs1_addr: 26, rs1_rdata: 00000000, rs2_addr: 25, rs2_rdata: 00000001, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000001
ClkCycle:       1040, pc_rdata: 000000a0, pc_wdata: 000000a4, insn: 00fdedb3, mode: 3, rs1_addr: 27, rs1_rdata: 00000000, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 27, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1041, pc_rdata: 000000a4, pc_wdata: 000000a8, insn: 007dde13, mode: 3, rs1_addr: 27, rs1_rdata: 00000000, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 28, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1042, pc_rdata: 000000a8, pc_wdata: 000000ac, insn: 039dd793, mode: 3, rs1_addr: 27, rs1_rdata: 00000000, rs2_addr: 25, rs2_rdata: 00000001, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000001
ClkCycle:       1043, pc_rdata: 000000ac, pc_wdata: 000000b0, insn: 00fe6e33, mode: 3, rs1_addr: 28, rs1_rdata: 000005f4, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 28, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1044, pc_rdata: 000000b0, pc_wdata: 000000b4, insn: 007e5e93, mode: 3, rs1_addr: 28, rs1_rdata: 00000000, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 29, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1045, pc_rdata: 000000b4, pc_wdata: 000000b8, insn: 039e5793, mode: 3, rs1_addr: 28, rs1_rdata: 00000000, rs2_addr: 25, rs2_rdata: 00000001, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000001
ClkCycle:       1046, pc_rdata: 000000b8, pc_wdata: 000000bc, insn: 00feeeb3, mode: 3, rs1_addr: 29, rs1_rdata: 00000000, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 29, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1047, pc_rdata: 000000bc, pc_wdata: 000000c0, insn: 007edf13, mode: 3, rs1_addr: 29, rs1_rdata: 00000000, rs2_addr:  7, rs2_rdata: 000003f0, rd_addr: 30, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 000003f0
ClkCycle:       1048, pc_rdata: 000000c0, pc_wdata: 000000c4, insn: 039ed793, mode: 3, rs1_addr: 29, rs1_rdata: 00000000, rs2_addr: 25, rs2_rdata: 00000001, rd_addr: 15, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000001
ClkCycle:       1049, pc_rdata: 000000c4, pc_wdata: 000000c8, insn: 00ff6f33, mode: 3, rs1_addr: 30, rs1_rdata: 00000000, rs2_addr: 15, rs2_rdata: 00000000, rd_addr: 30, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1050, pc_rdata: 000000c8, pc_wdata: 000000cc, insn: feedc0b7, mode: 3, rs1_addr: 27, rs1_rdata: 00000000, rs2_addr: 14, rs2_rdata: 0000046c, rd_addr:  1, rd_wdata: 00000000, mem_addr: 00000000, mem_rdata: 00000000, mem_wdata: 0000046c
ClkCycle:       1051, pc_rdata: 000000cc, pc_wdata: 000000d0, insn: ead08093, mode: 3, rs1_addr:  1, rs1_rdata: feedbead, rs2_addr: 13, rs2_rdata: 00000074, rd_addr:  1, rd_wdata: fffffead, mem_addr: fffffead, mem_rdata: 00000000, mem_wdata: 00000074
ClkCycle:       1052, pc_rdata: 000000d0, pc_wdata: 000000d4, insn: 00b09093, mode: 3, rs1_addr:  1, rs1_rdata: feedbead, rs2_addr: 11, rs2_rdata: 00000554, rd_addr:  1, rd_wdata: fff56800, mem_addr: fff56800, mem_rdata: 00000000, mem_wdata: 00000554
ClkCycle:       1053, pc_rdata: 000000d4, pc_wdata: 000000d8, insn: 7f708093, mode: 3, rs1_addr:  1, rs1_rdata: 00000000, rs2_addr: 23, rs2_rdata: 00007fff, rd_addr:  1, rd_wdata: fff56ff7, mem_addr: fff56ff7, mem_rdata: 00000000, mem_wdata: 00007fff
ClkCycle:       1054, pc_rdata: 000000d8, pc_wdata: 000000dc, insn: 00b09093, mode: 3, rs1_addr:  1, rs1_rdata: fffffead, rs2_addr: 11, rs2_rdata: 00000554, rd_addr:  1, rd_wdata: ab7fb800, mem_addr: ab7fb800, mem_rdata: 00000000, mem_wdata: 00000554
ClkCycle:       1055, pc_rdata: 000000dc, pc_wdata: 000000e0, insn: 36f08093, mode: 3, rs1_addr:  1, rs1_rdata: fff56800, rs2_addr: 15, rs2_rdata: 00000000, rd_addr:  1, rd_wdata: ab7fbb6f, mem_addr: ab7fbb6f, mem_rdata: 00000000, mem_wdata: 00000000
ClkCycle:       1056, pc_rdata: 000000e0, pc_wdata: 000000e4, insn: 00a09093, mode: 3, rs1_addr:  1, rs1_rdata: fff56ff7, rs2_addr: 10, rs2_rdata: 00000001, rd_addr:  1, rd_wdata: feedbc00, mem_addr: feedbc00, mem_rdata: 00000000, mem_wdata: 00000001
ClkCycle:       1057, pc_rdata: 000000e4, pc_wdata: 000000e8, insn: 2ad08093, mode: 3, rs1_addr:  1, rs1_rdata: ab7fb800, rs2_addr: 13, rs2_rdata: 00000074, rd_addr:  1, rd_wdata: feedbead, mem_addr: feedbead, mem_rdata: 00000000, mem_wdata: 00000074
